Thu Apr 25 16:16:03 2024    output.prof

         5965240 function calls (5067064 primitive calls) in 68.623 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\tokenize.py:321(read_or_stop)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\wrappers\env_checker.py:25(__init__)
       21    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_resolver.py:133(narrow_type)
      452    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:161(__len__)
       18    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\utils.py:24(_reverse_repeat_tuple)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\encodings\cp437.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\tensorboard\writer.py:848(add_text)
        8    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\dataloader.py:426(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\dataloader.py:382(_get_iterator)
       36    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:2636(__init__)
      107    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1600(_log)
      192    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\enum.py:678(__new__)
      200    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\os.py:741(check_str)
       40    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:1273(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\dataloader.py:659(__init__)
      117    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       32    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\docstring_parser\numpydoc.py:310(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\colorama\initialise.py:58(colorama_text)
      235    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
      234    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       50    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\_distutils_hack\__init__.py:89(find_spec)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\core\request.py:76(Mode)
      139    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:277(isfunction)
        4    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\argparse.py:1443(add_argument_group)
       29    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:137(_type_convert)
       33    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        6    0.000    0.000    0.000    0.000 {built-in method torch.diag}
       20    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_resolver.py:249(narrow_union_type)
       20    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\ctypes\__init__.py:76(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\glfw\__init__.py:216(_GLFWimage)
      125    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\colorama\initialise.py:23(init)
       14    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\enum.py:986(__and__)
      222    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\numerictypes.py:282(issubclass_)
      146    0.000    0.000    0.000    0.000 {built-in method torch._has_compatible_shallow_copy_type}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\typing.py:1(<module>)
      802    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\ntpath.py:247(dirname)
       16    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\fromnumeric.py:2432(all)
      365    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
      266    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(__exit__)
       17    0.000    0.000    0.000    0.000 {method 'clone' of 'torch._C.TensorBase' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\pathlib.py:957(__new__)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\colorama\initialise.py:74(wrap_stream)
        1    0.000    0.000    0.000    0.000 {built-in method nt.chdir}
        4    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\argparse.py:1620(__init__)
       67    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\cuda\__init__.py:119(_is_compiled)
       33    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\textwrap.py:422(dedent)
        1    0.000    0.000    0.000    0.000 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\causal_disentanglement.py:63(<lambda>)
       70    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\functools.py:65(wraps)
      189    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\_reduction.py:7(get_enum)
      480    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\dataloader.py:565(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\utils\passive_env_checker.py:145(check_obs)
      160    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:1967(_signature_bound_method)
        6    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\pathlib.py:56(parse_parts)
      166    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        9    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:267(_remove_dups_flatten)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\colorama\ansitowin32.py:73(__init__)
       49    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
      134    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:199(ismethod)
       33    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_strings.py:164(remove_single_line_breaks)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\utils\passive_env_checker.py:92(check_space)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:1147(copy_with)
       96    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:1929(get_args)
       98    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\config\plugins.py:53(__init__)
      204    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:823(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\os.py:345(_walk)
      218    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\arrayprint.py:993(<genexpr>)
      266    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:893(__enter__)
      692    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\enum.py:222(<setcomp>)
      416    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\docstring_parser\google.py:88(<genexpr>)
       98    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_strings.py:152(strip_ansi_sequences)
        6    0.000    0.000    0.000    0.000 {built-in method torch.div}
        4    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\zipfile.py:1937(_fpclose)
       68    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_argparse_formatter.py:188(monkeypatch_len)
      114    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:356(_escape)
      217    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:112(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_arguments.py:52(__init__)
       80    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\argparse.py:820(__init__)
      229    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:287(tell)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:664(__init__)
        7    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x000001B07EF5C9D0}
        8    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\ntpath.py:103(join)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedRandom' objects}
      224    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_fields.py:62(__post_init__)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\spaces\space.py:114(__contains__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:587(_repr_fn)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\ant.py:1(<module>)
        7    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\linear.py:42(__init__)
      113    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\_ufunc_config.py:426(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\typing_extensions.py:1071(get_type_hints)
      391    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
      355    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\_ops.py:704(__getattr__)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\spaces\box.py:227(contains)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\core\v3_plugin_api.py:8(ImageProperties)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:3013(replace)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:1773(get_type_hints)
      135    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:365(isframe)
  573/555    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
      415    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
      645    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\genericpath.py:39(isdir)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\enum.py:165(__prepare__)
        1    0.000    0.000    0.000    0.000 {built-in method nt.mkdir}
      167    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\argparse.py:1367(_registry_get)
    20/14    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:485(_get_literal_prefix)
       26    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_resolver.py:49(resolve_generic_types)
      134    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:379(iscode)
      662    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\tokenize.py:259(untokenize)
      243    0.000    0.000    0.000    0.000 {built-in method time.time}
       63    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\backends\cuda\__init__.py:30(is_built)
      691    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\copy.py:182(_deepcopy_atomic)
       48    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
      182    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\ast.py:255(iter_fields)
      128    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\argparse.py:1871(_parse_known_args)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\tensorboard\summary.py:763(text)
      381    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\zipfile.py:1527(<lambda>)
       12    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\typing_extensions.py:183(_collect_type_vars)
      278    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\utils.py:150(__init__)
